agebin,month,PfPR,Pop,Year,Run_Number,Sample_ID
5,1,0.5145416056017,1023.5,2014,0,2.0
5,2,0.4893019305524,1020.433333333,2014,0,2.0
5,3,0.4605921805987,1018.833333333,2014,0,2.0
5,4,0.4052104077568,1021.033333333,2014,0,2.0
5,5,0.370153644982,1019.666666667,2014,0,2.0
5,6,0.3579323690511,1016.3,2014,0,2.0
5,7,0.3736105190674,1016.566666667,2014,0,2.0
5,8,0.3791834991953,1014.9,2014,0,2.0
5,9,0.48815586293,1014.566666667,2014,0,2.0
5,10,0.5724266876599,1016.2,2014,0,2.0
5,11,0.6333530261258,1015.6,2014,0,2.0
5,12,0.6099826075542,1015.766666667,2014,0,2.0
5,1,0.5739512899626,1015.533333333,2015,0,2.0
5,2,0.5184626978146,1017.366666667,2015,0,2.0
5,3,0.489096675058,1019.566666667,2015,0,2.0
5,4,0.4676047120419,1018.666666667,2015,0,2.0
5,5,0.4263789597954,1016.466666667,2015,0,2.0
5,6,0.4011219736238,1016.066666667,2015,0,2.0
5,7,0.3727562104158,1015.766666667,2015,0,2.0
5,8,0.3916611950098,1015.333333333,2015,0,2.0
5,9,0.4924013157895,1013.333333333,2015,0,2.0
5,10,0.6357790601814,1010.833333333,2015,0,2.0
5,11,0.6582616434292,1011.3,2015,0,2.0
5,12,0.6612530534099,1009.8,2015,0,2.0
5,1,0.6062160730835,1007.066666667,2016,0,2.0
5,2,0.5893953982536,1003.966666667,2016,0,2.0
5,3,0.5449915671815,1007.966666667,2016,0,2.0
5,4,0.5106958933052,1009.733333333,2016,0,2.0
5,5,0.4589482024364,1009.7,2016,0,2.0
5,6,0.4445769562049,1006.2,2016,0,2.0
5,7,0.4041951997872,1002.733333333,2016,0,2.0
5,8,0.4298689200878,1001.933333333,2016,0,2.0
5,9,0.4892272908631,1002.533333333,2016,0,2.0
5,10,0.5536206839254,1003.033333333,2016,0,2.0
5,11,0.5775101201141,1004.6,2016,0,2.0
5,12,0.5884916311776,1009.7,2016,0,2.0
5,1,0.56,1008.333333333,2017,0,2.0
5,2,0.5258034712598,1010.2,2017,0,2.0
5,3,0.4875524845439,1008.233333333,2017,0,2.0
5,4,0.4485411140584,1005.333333333,2017,0,2.0
5,5,0.4060215339625,1003.066666667,2017,0,2.0
5,6,0.393948472139,1001.4,2017,0,2.0
5,7,0.4069300023255,1003.366666667,2017,0,2.0
5,8,0.4126921038686,1006.4,2017,0,2.0
