agebin,month,Cases,Pop,Year,Run_Number,Sample_ID
5,1,1.800759062171,175.6666666667,2015,0,1.0
100,1,1.395396087319,819.6,2015,0,1.0
5,2,1.034971699119,176.3333333333,2015,0,1.0
100,2,1.011451132596,817.9666666667,2015,0,1.0
5,3,1.788204193115,176.9,2015,0,1.0
100,3,0.8506767069921,815.2333333333,2015,0,1.0
5,4,1.37918010354,176.4333333333,2015,0,1.0
100,4,0.7317621940747,814.7,2015,0,1.0
5,5,0.6218057870865,176.1,2015,0,1.0
100,5,0.4937082538381,813.2333333333,2015,0,1.0
5,6,0.6907645612955,176.1333333333,2015,0,1.0
100,6,0.4056056253612,809.9,2015,0,1.0
5,7,0.6229850202799,175.7666666667,2015,0,1.0
100,7,0.3157309452072,809.2333333333,2015,0,1.0
5,8,1.308490514755,176.6666666667,2015,0,1.0
100,8,0.3905671164393,809.9333333333,2015,0,1.0
5,9,0.9738898426294,174.9,2015,0,1.0
100,9,0.9462963072583,810,2015,0,1.0
5,10,2.160175554454,174.6,2015,0,1.0
100,10,1.426133075729,810.4666666667,2015,0,1.0
5,11,3.159578323364,177.1333333333,2015,0,1.0
100,11,1.370651631616,807.7666666667,2015,0,1.0
5,12,2.778306305408,175.1666666667,2015,0,1.0
100,12,1.925724387169,808.7,2015,0,1.0
5,1,2.7980068326,173.9333333333,2016,0,1.0
100,1,1.458316195756,809.2666666667,2016,0,1.0
5,2,2.144617088139,175.8666666667,2016,0,1.0
100,2,1.414845371619,808.3333333333,2016,0,1.0
5,3,1.502619698644,178.1333333333,2016,0,1.0
100,3,0.9787541162223,808,2016,0,1.0
5,4,1.483465671539,180.4333333333,2016,0,1.0
100,4,0.7678821757436,808.0666666667,2016,0,1.0
5,5,1.209054127336,181.1333333333,2016,0,1.0
100,5,0.6608237698674,810.1,2016,0,1.0
5,6,1.205062329769,181.7333333333,2016,0,1.0
100,6,0.5847196569666,811.5,2016,0,1.0
5,7,0.1356625109911,179.3666666667,2016,0,1.0
100,7,0.5081900190562,814,2016,0,1.0
5,8,0.8168594241142,178.7333333333,2016,0,1.0
100,8,0.4188009686768,813.4333333333,2016,0,1.0
5,9,0.9510515779257,179.1,2016,0,1.0
100,9,0.6586556136608,812.7666666667,2016,0,1.0
5,10,0.9571080207825,177.9666666667,2016,0,1.0
100,10,1.140390541404,810.8333333333,2016,0,1.0
5,11,1.520545363426,176.0333333333,2016,0,1.0
100,11,1.530901752412,810.6333333333,2016,0,1.0
5,12,2.518688946962,173.9,2016,0,1.0
100,12,1.198587939143,812.0666666667,2016,0,1.0
5,1,1.847581610084,177.8,2017,0,1.0
100,1,1.126357773319,810.1333333333,2017,0,1.0
5,2,1.958371907473,180.1666666667,2017,0,1.0
100,2,0.9339275900275,807.7,2017,0,1.0
5,3,1.555782012641,179.8666666667,2017,0,1.0
100,3,0.7210173457861,809.9666666667,2017,0,1.0
5,4,1.47800475359,181.1,2017,0,1.0
100,4,0.6769845681265,808.7333333333,2017,0,1.0
5,5,1.075308442116,181.0333333333,2017,0,1.0
100,5,0.4526289738715,806.4,2017,0,1.0
5,6,0.9410681426525,181,2017,0,1.0
100,6,0.528176301159,806.2333333333,2017,0,1.0
5,7,0.3372136130929,180.4,2017,0,1.0
100,7,0.4220873005688,807.1,2017,0,1.0
5,8,0.4756142944098,179.0666666667,2017,0,1.0
100,8,0.3910982832313,808.8333333333,2017,0,1.0
5,9,0.4810770153999,177.0333333333,2017,0,1.0
100,9,0.6755367200822,810.4666666667,2017,0,1.0
5,10,1.043851263821,174.8333333333,2017,0,1.0
100,10,1.51601764001,810.5666666667,2017,0,1.0
5,11,1.148024320602,169.5666666667,2017,0,1.0
100,11,1.552175328135,815.2,2017,0,1.0
5,12,4.130434647202,167.9,2017,0,1.0
100,12,1.577638221905,817.4666666667,2017,0,1.0
5,1,2.125928930938,165.9666666667,2018,0,1.0
100,1,1.263335784897,818.6,2018,0,1.0
5,2,2.295597404242,164.3,2018,0,1.0
100,2,1.143455802463,819.3,2018,0,1.0
5,3,1.202635884285,161.8666666667,2018,0,1.0
100,3,1.199148218147,821.8333333333,2018,0,1.0
5,4,1.681675389409,159.1666666667,2018,0,1.0
100,4,0.7367783691734,825.6666666667,2018,0,1.0
5,5,1.060166016221,160.6666666667,2018,0,1.0
100,5,0.5008273124695,825.9666666667,2018,0,1.0
5,6,0.842072121799,158.9333333333,2018,0,1.0
100,6,0.514830336906,827.1333333333,2018,0,1.0
5,7,0.7541321963072,161.3333333333,2018,0,1.0
100,7,0.4430149309337,823.9,2018,0,1.0
5,8,0.146586343646,166,2018,0,1.0
100,8,0.5326739028096,822.2666666667,2018,0,1.0
5,9,0.217650577426,167.7,2018,0,1.0
100,9,0.5599515605718,825.6666666667,2018,0,1.0
5,10,0.7333735376596,165.9,2018,0,1.0
100,10,0.9992351047695,827.9666666667,2018,0,1.0
5,11,1.181707859039,164.7333333333,2018,0,1.0
100,11,1.555439407006,829.1333333333,2018,0,1.0
5,12,3.249696612358,164.7333333333,2018,0,1.0
100,12,1.52578484267,829.3,2018,0,1.0
5,1,0.820392280817,163.1333333333,2015,0,5.0
100,1,1.259176054969,830.9666666667,2015,0,5.0
5,2,1.591900326312,160.5,2015,0,5.0
100,2,0.9372868537903,830.7666666667,2015,0,5.0
5,3,1.280966110528,161.4666666667,2015,0,5.0
100,3,0.8223697692156,828.5,2015,0,5.0
5,4,0.8185525238514,163.5,2015,0,5.0
100,4,0.5286237336695,828.5666666667,2015,0,5.0
5,5,1.19110751152,163.4333333333,2015,0,5.0
100,5,0.470891803503,826.8,2015,0,5.0
5,6,0.3001027703285,162.1666666667,2015,0,5.0
100,6,0.2657659426332,824.0333333333,2015,0,5.0
5,7,0.7583627849817,160.4333333333,2015,0,5.0
100,7,0.4126458503306,825.5666666667,2015,0,5.0
5,8,0.3037237226963,160.2333333333,2015,0,5.0
100,8,0.147546287626,824.6,2015,0,5.0
5,9,0.5245329290628,162.3666666667,2015,0,5.0
100,9,0.5180454067886,822,2015,0,5.0
5,10,1.404983751476,164.5333333333,2015,0,5.0
100,10,0.9774405509233,821.5333333333,2015,0,5.0
5,11,2.542511716485,162.7,2015,0,5.0
100,11,1.976001946256,825.0666666667,2015,0,5.0
5,12,2.557708114386,161.7333333333,2015,0,5.0
100,12,1.872324131429,825.2666666667,2015,0,5.0
5,1,1.708036638796,163.8333333333,2016,0,5.0
100,1,1.62051984109,825.8666666667,2016,0,5.0
5,2,1.784477412701,163.6333333333,2016,0,5.0
100,2,0.9885201295838,824.6333333333,2016,0,5.0
5,3,1.013084873557,168.1333333333,2016,0,5.0
100,3,1.109962281771,822.1,2016,0,5.0
5,4,1.287477895617,170.1,2016,0,5.0
100,4,0.8887986838818,821.3333333333,2016,0,5.0
5,5,0.7821936383843,171.1,2016,0,5.0
100,5,0.6812464445829,821.5333333333,2016,0,5.0
5,6,0.9226132780313,171.4333333333,2016,0,5.0
100,6,0.5321777276695,823.0333333333,2016,0,5.0
5,7,0.5769611001015,168.7,2016,0,5.0
100,7,0.4277113266289,824.9333333333,2016,0,5.0
5,8,0.3695828095078,164.6,2016,0,5.0
100,8,0.3673658473417,827.9666666667,2016,0,5.0
5,9,0.6003289222717,162.1333333333,2016,0,5.0
100,9,0.7487028948963,828.7666666667,2016,0,5.0
5,10,0.2282676771283,159.9,2016,0,5.0
100,10,0.8049318334088,831.3333333333,2016,0,5.0
5,11,0.8893401324749,164.1666666667,2016,0,5.0
100,11,1.292919531465,828.1,2016,0,5.0
5,12,1.911764785647,165.4666666667,2016,0,5.0
100,12,1.237437967211,825.9,2016,0,5.0
5,1,1.565244019032,163.2333333333,2017,0,5.0
100,1,1.498973300681,827.9,2017,0,5.0
5,2,1.113936938345,163.8333333333,2017,0,5.0
100,2,1.174530386925,828.7,2017,0,5.0
5,3,1.557926751673,164,2017,0,5.0
100,3,0.9111039675772,827.9333333333,2017,0,5.0
5,4,1.190621852875,163.5,2017,0,5.0
100,4,0.5440519014373,827.4333333333,2017,0,5.0
5,5,0.8220720589161,162.8,2017,0,5.0
100,5,0.5591840166599,826.8,2017,0,5.0
5,6,0.5982380509377,162.7,2017,0,5.0
100,6,0.4247933169827,830.6,2017,0,5.0
5,7,0.533514328301,159.6333333333,2017,0,5.0
100,7,0.4529805015773,832.6333333333,2017,0,5.0
5,8,0.1524963378906,159.5666666667,2017,0,5.0
100,8,0.5413693422452,831.5333333333,2017,0,5.0
5,9,0.3007209002972,161.8333333333,2017,0,5.0
100,9,0.6160337403417,829.5,2017,0,5.0
5,10,0.1499897241592,162.2333333333,2017,0,5.0
100,10,1.069994387217,830.0666666667,2017,0,5.0
5,11,1.13260243088,161.1333333333,2017,0,5.0
100,11,1.299348060042,833.3666666667,2017,0,5.0
5,12,2.228780686855,163.7666666667,2017,0,5.0
100,12,1.252943720669,835.1,2017,0,5.0
5,1,1.335094481707,164.0333333333,2018,0,5.0
100,1,1.269844410941,833.5666666667,2018,0,5.0
5,2,1.570053197443,162.7333333333,2018,0,5.0
100,2,0.889283888042,834.5666666667,2018,0,5.0
5,3,1.201398849487,162.0333333333,2018,0,5.0
100,3,0.5545781515539,833.6666666667,2018,0,5.0
5,4,0.8988303244114,162.4333333333,2018,0,5.0
100,4,0.5258103311062,833,2018,0,5.0
5,5,0.7468795031309,162.9,2018,0,5.0
100,5,0.4816266121343,833.6333333333,2018,0,5.0
5,6,0.4471212923527,163.2666666667,2018,0,5.0
100,6,0.3210202362388,833.8,2018,0,5.0
5,7,0.4436790794134,164.5333333333,2018,0,5.0
100,7,0.2773001706228,833.6333333333,2018,0,5.0
5,8,0.1469108462334,165.6333333333,2018,0,5.0
100,8,0.2624430712312,834.4666666667,2018,0,5.0
5,9,0.07330789417028,165.9666666667,2018,0,5.0
100,9,0.335705993697,833.5666666667,2018,0,5.0
5,10,0.1451292186975,167.6666666667,2018,0,5.0
100,10,0.5836731567979,833.8,2018,0,5.0
5,11,0.4390537440777,166.2666666667,2018,0,5.0
100,11,0.8433591015637,836.7333333333,2018,0,5.0
5,12,2.663693457842,164.4333333333,2018,0,5.0
100,12,1.366115838289,837.1666666667,2018,0,5.0
5,1,2.330954268575,177.4666666667,2015,0,14.0
100,1,0.9659678339958,806.1,2015,0,14.0
5,2,2.055566087365,177.5666666667,2015,0,14.0
100,2,0.8906857278198,805.9333333333,2015,0,14.0
5,3,1.033799126744,176.5333333333,2015,0,14.0
100,3,0.6788592645898,806.5,2015,0,14.0
5,4,1.182355195284,174.9333333333,2015,0,14.0
100,4,0.4967010347173,808.3333333333,2015,0,14.0
5,5,1.175634749234,175.9333333333,2015,0,14.0
100,5,0.5254606716335,810.4,2015,0,14.0
5,6,1.093632936478,178,2015,0,14.0
100,6,0.4799671173096,811.1666666667,2015,0,14.0
5,7,1.145679436624,180.5333333333,2015,0,14.0
100,7,0.4053220320493,810.4666666667,2015,0,14.0
5,8,1.13811442256,181.7333333333,2015,0,14.0
100,8,0.4639576887712,812.9333333333,2015,0,14.0
5,9,1.185278758407,184.7666666667,2015,0,14.0
100,9,0.6908612139523,810.1,2015,0,14.0
5,10,3.340655192733,182.1,2015,0,14.0
100,10,1.185844682157,810.5333333333,2015,0,14.0
5,11,3.2119454965,178.0333333333,2015,0,14.0
100,11,1.826047753915,812.8666666667,2015,0,14.0
5,12,3.507021576166,180.4,2015,0,14.0
100,12,1.56419980526,808.9333333333,2015,0,14.0
5,1,2.53425899148,182.4333333333,2016,0,14.0
100,1,1.29496698454,808,2016,0,14.0
5,2,2.54215554893,181.8666666667,2016,0,14.0
100,2,1.24907235615,808.4666666667,2016,0,14.0
5,3,2.84046690166,179.9,2016,0,14.0
100,3,0.9478565482423,808.6666666667,2016,0,14.0
5,4,1.416820697486,180.3333333333,2016,0,14.0
100,4,1.080769836903,810.5333333333,2016,0,14.0
5,5,1.529701195657,182.9333333333,2016,0,14.0
100,5,0.8698689360172,811.2333333333,2016,0,14.0
5,6,1.442428633571,185.5666666667,2016,0,14.0
100,6,0.6147557981312,811.4333333333,2016,0,14.0
5,7,0.8578919023275,184.3666666667,2016,0,14.0
100,7,0.4803421497345,810.5333333333,2016,0,14.0
5,8,1.117414020002,185.1,2016,0,14.0
100,8,0.4820470511913,807.6666666667,2016,0,14.0
5,9,0.90044054389,189.1666666667,2016,0,14.0
100,9,1.116300240159,806.5333333333,2016,0,14.0
5,10,1.897746920586,192.3333333333,2016,0,14.0
100,10,1.329800479114,805.1333333333,2016,0,14.0
5,11,1.770310044289,192.4333333333,2016,0,14.0
100,11,1.429047424346,800.3,2016,0,14.0
5,12,3.446943834424,194.1333333333,2016,0,14.0
100,12,1.261293141171,800.6333333333,2016,0,14.0
5,1,2.337718427181,192.5666666667,2017,0,14.0
100,1,0.8192020040005,802,2017,0,14.0
5,2,2.086436837912,192.4333333333,2017,0,14.0
100,2,1.15453447029,800.9,2017,0,14.0
5,3,2.06568351388,194.3666666667,2017,0,14.0
100,3,0.8028636872768,803.1666666667,2017,0,14.0
5,4,1.129642367363,193.8666666667,2017,0,14.0
100,4,0.6210059067234,803.2666666667,2017,0,14.0
5,5,1.140823021531,191.9666666667,2017,0,14.0
100,5,0.4234338663518,804.5333333333,2017,0,14.0
5,6,0.9750667959452,187.1666666667,2017,0,14.0
100,6,0.453416146338,805,2017,0,14.0
5,7,0.7850869596004,185.9666666667,2017,0,14.0
100,7,0.2424343079329,802.9666666667,2017,0,14.0
5,8,0.8549549877644,185,2017,0,14.0
100,8,0.5603501852602,803.3666666667,2017,0,14.0
5,9,0.5234851241112,185.9333333333,2017,0,14.0
