agebin,month,Cases,Pop,Year,Run_Number,Sample_ID
5,1,2.464788816869,172.7666666667,2015,0,6.0
100,1,1.176138257608,796.5333333333,2015,0,6.0
5,2,2.192404597998,172.0333333333,2015,0,6.0
100,2,1.234756127,798.1333333333,2015,0,6.0
5,3,2.553439646959,171.5333333333,2015,0,6.0
100,3,1.109237718396,800.7,2015,0,6.0
5,4,1.786413416266,170.2666666667,2015,0,6.0
100,4,0.484627187252,803.3666666667,2015,0,6.0
5,5,2.244427442551,173.4666666667,2015,0,6.0
100,5,0.9550212062895,802.6,2015,0,6.0
5,6,1.655641615391,176.3666666667,2015,0,6.0
100,6,0.6521377796307,802.2333333333,2015,0,6.0
5,7,1.698622480035,179.0666666667,2015,0,6.0
100,7,0.6975778006017,802.3,2015,0,6.0
5,8,1.680169440806,181.0333333333,2015,0,6.0
100,8,0.7115304842591,803.6666666667,2015,0,6.0
5,9,2.785740867257,179.0666666667,2015,0,6.0
100,9,0.8171641957015,804,2015,0,6.0
5,10,4.492726832628,178.7333333333,2015,0,6.0
100,10,1.423946917057,803.1666666667,2015,0,6.0
5,11,3.509615555406,176.8,2015,0,6.0
100,11,1.67729249876,805.1666666667,2015,0,6.0
5,12,3.280114859343,174.3333333333,2015,0,6.0
100,12,1.490041606128,808.3666666667,2015,0,6.0
5,1,3.493150658906,177.6333333333,2016,0,6.0
100,1,1.24963904079,808.1,2016,0,6.0
5,2,3.031561374664,180.6,2016,0,6.0
100,2,1.236521380022,806.8333333333,2016,0,6.0
5,3,2.912954591215,179.6,2016,0,6.0
100,3,1.085905529559,806.7,2016,0,6.0
5,4,2.143398270011,175.9666666667,2016,0,6.0
100,4,0.8440003544092,807.2666666667,2016,0,6.0
5,5,2.175961524248,173.3333333333,2016,0,6.0
100,5,0.8160139303654,805.1333333333,2016,0,6.0
5,6,2.498573988676,175.3,2016,0,6.0
100,6,0.6817332934588,803.1,2016,0,6.0
5,7,0.9712982028723,175.3666666667,2016,0,6.0
100,7,0.4856548905373,801.6666666667,2016,0,6.0
5,8,1.24597004056,175.7666666667,2016,0,6.0
