agebin,month,Cases,Pop,Year,Run_Number,Sample_ID
5,1,2.438259132206,164.6666666667,2015,0,12.0
100,1,0.9872212177143,850.3666666667,2015,0,12.0
5,2,2.807138621807,169.0333333333,2015,0,12.0
100,2,0.933136693202,847.5,2015,0,12.0
5,3,2.356220707297,170.4,2015,0,12.0
100,3,0.6876790970564,849.2333333333,2015,0,12.0
5,4,2.435721233487,169.8333333333,2015,0,12.0
100,4,0.5869548181072,849.8666666667,2015,0,12.0
5,5,1.882189527154,168.0666666667,2015,0,12.0
100,5,0.4996675532311,852.2333333333,2015,0,12.0
5,6,1.842689886689,165.0666666667,2015,0,12.0
100,6,0.5261414907873,855.6,2015,0,12.0
5,7,2.212568297982,164.9666666667,2015,0,12.0
100,7,0.5270861135796,854.0666666667,2015,0,12.0
5,8,2.43382512778,164.9666666667,2015,0,12.0
100,8,0.6551683694124,854.2333333333,2015,0,12.0
5,9,4.805462911725,169.6333333333,2015,0,12.0
100,9,1.59662553668,853.4666666667,2015,0,12.0
5,10,5.126804351807,170.8666666667,2015,0,12.0
100,10,1.668946363963,852.9333333333,2015,0,12.0
5,11,3.570729866624,170.3666666667,2015,0,12.0
100,11,1.49853376206,852.5,2015,0,12.0
5,12,3.125729709864,171.2666666667,2015,0,12.0
100,12,1.112326607108,853.1666666667,2015,0,12.0
5,1,3.801336333156,169.6333333333,2016,0,12.0
100,1,1.125004911795,854.3666666667,2016,0,12.0
5,2,3.076847530901,170.0333333333,2016,0,12.0
100,2,0.995053909719,855.9,2016,0,12.0
5,3,2.630502492189,171.1333333333,2016,0,12.0
100,3,0.951408367604,856.8,2016,0,12.0
5,4,2.617247931659,172,2016,0,12.0
100,4,0.7684210482985,855,2016,0,12.0
5,5,2.268401622772,171.6333333333,2016,0,12.0
100,5,0.7831701077521,854.4333333333,2016,0,12.0
5,6,2.187741585076,172.4,2016,0,12.0
100,6,0.398875977844,854.0666666667,2016,0,12.0
5,7,0.9832595288754,173.2333333333,2016,0,12.0
100,7,0.4984393250197,854.3333333333,2016,0,12.0
5,8,1.547504261136,172.9666666667,2016,0,12.0
